ts,tps,cum_tps,r_iops,w_iops,hit_ratio,hit_ratio_gc,edt_gap,rmb_s,wmb_s,ewmb_s,cpwmb_s,dwbw_mb,gcwmb_s,gcrmb_s,valid_ratio,comp_ratio,logmb_s,wal_sz,db_sz,alloc_sz,mem_mb,cum_flash_wmb,db_waf,ssd_run_waf,ssd_cum_waf,version
2967,209394,659369999,84875,108856,0.932,0.000,0,331.543,425.219,173.230,36.500,215.488,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112082.336,2638360.500,2.000,2.367,2.154,0
2968,210536,659580535,85685,110695,0.932,0.000,0,334.707,432.402,180.996,37.250,214.156,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112082.336,2639381.000,2.000,2.360,2.154,0
2969,208713,659789248,85575,109290,0.932,0.000,0,334.277,426.914,180.223,33.250,213.441,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112083.836,2640359.500,2.000,2.292,2.154,0
2970,206316,659995564,84335,108631,0.932,0.000,0,329.434,424.340,180.965,32.000,211.375,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112083.836,2641355.250,2.000,2.346,2.154,0
2971,201945,660197509,82864,106960,0.932,0.000,0,323.688,417.812,171.641,36.250,209.922,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112086.836,2642332.250,2.000,2.338,2.154,0
2972,199969,660397478,81845,109084,0.932,0.000,0,319.707,426.109,179.020,34.500,212.590,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112086.836,2643337.000,2.000,2.358,2.154,0
2973,208313,660605791,85383,107407,0.932,0.000,0,333.527,419.559,173.004,36.855,209.699,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112086.836,2644331.500,2.000,2.371,2.154,0
2974,199197,660804988,81656,108251,0.932,0.000,0,318.969,422.855,172.738,35.617,214.500,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112086.836,2645329.750,2.000,2.360,2.154,0
2975,208065,661013053,85613,109705,0.932,0.000,0,334.426,428.535,179.148,36.547,212.840,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112094.336,2646322.250,2.000,2.317,2.154,0
2976,199178,661212231,81750,109492,0.932,0.000,0,319.336,427.703,179.254,35.906,212.543,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112094.336,2647325.000,2.000,2.344,2.154,0
2977,208637,661420868,85423,107566,0.932,0.000,0,333.684,420.180,173.102,37.074,210.004,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112097.336,2648326.250,2.000,2.383,2.154,0
2978,200454,661621322,82133,109703,0.932,0.000,0,320.832,428.527,180.199,34.750,213.578,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112098.836,2649338.750,2.000,2.363,2.154,0
2979,206434,661827756,85112,107808,0.932,0.000,0,332.469,421.125,171.566,36.176,213.383,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112098.836,2650340.000,2.000,2.377,2.154,0
2980,198207,662025963,81634,108253,0.932,0.000,0,318.883,422.863,176.824,35.703,210.336,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112100.336,2651316.000,2.000,2.308,2.154,0
2981,197577,662223540,81601,106392,0.932,0.000,0,318.754,415.594,172.859,35.371,207.363,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112100.336,2652298.000,2.000,2.363,2.155,0
2982,207799,662431339,85620,107254,0.932,0.000,0,334.453,418.961,173.113,36.750,209.098,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112100.336,2653306.000,2.000,2.406,2.155,0
2983,202422,662633761,83353,110251,0.932,0.000,0,325.598,430.668,180.371,35.867,214.430,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112101.836,2654330.250,2.000,2.378,2.155,0
2984,204059,662837820,83859,109249,0.932,0.000,0,327.574,426.754,176.133,35.270,215.352,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112103.336,2655343.000,2.000,2.373,2.155,0
2985,212248,663050068,86952,111429,0.932,0.000,0,339.656,435.270,183.113,36.512,215.645,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112103.336,2656343.250,2.000,2.298,2.155,0
2986,205323,663255391,84170,107034,0.932,0.000,0,328.789,418.102,171.266,36.602,210.234,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112107.836,2657327.250,2.000,2.354,2.155,0
2987,197718,663453109,81577,107542,0.932,0.000,0,318.660,420.086,172.746,35.000,212.340,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112109.336,2658308.750,2.000,2.336,2.155,0
2988,201551,663654660,82568,107409,0.932,0.000,0,322.531,419.566,177.879,35.371,206.316,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112109.336,2659299.750,2.000,2.362,2.155,0
2989,205918,663860578,84805,107347,0.932,0.000,0,331.270,419.324,170.695,36.359,212.270,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112112.336,2660293.000,2.000,2.369,2.155,0
2990,207121,664067699,85342,108979,0.932,0.000,0,333.367,425.699,179.023,36.477,210.199,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112112.336,2661306.000,2.000,2.380,2.155,0
2991,203334,664271033,83910,109914,0.932,0.000,0,327.773,429.352,179.090,35.543,214.719,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112116.836,2662275.000,2.000,2.257,2.155,0
2992,211784,664482817,87642,111343,0.932,0.000,0,342.352,434.934,178.590,37.750,218.594,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112118.336,2663246.000,2.000,2.232,2.155,0
2993,206579,664689396,84884,110620,0.932,0.000,0,331.578,432.109,179.891,37.250,214.969,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112122.836,2664211.250,2.000,2.234,2.155,0
2994,198690,664888086,82147,107979,0.932,0.000,0,320.887,421.793,171.715,35.500,214.578,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112127.336,2665211.750,2.000,2.372,2.155,0
2995,197066,665085152,81489,103488,0.932,0.000,0,318.316,404.250,168.797,34.750,200.703,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112131.836,2666232.250,2.000,2.525,2.155,0
2996,194377,665279529,80625,104083,0.932,0.000,0,314.941,406.574,170.633,35.000,200.941,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112136.336,2667237.000,2.000,2.471,2.156,0
2997,196499,665476028,81110,104390,0.932,0.000,0,316.836,407.773,169.551,34.250,203.973,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112140.836,2668265.250,2.000,2.522,2.156,0
2998,196273,665672301,81047,104093,0.932,0.000,0,316.590,406.613,169.023,34.277,203.312,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112146.836,2669289.000,2.000,2.517,2.156,0
2999,200164,665872465,82975,104839,0.932,0.000,0,324.121,409.527,169.652,35.223,204.652,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112146.836,2670321.250,2.000,2.521,2.156,0
3000,196184,666068649,81157,104797,0.932,0.000,0,317.023,409.363,170.426,34.250,204.688,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112146.836,2671351.500,2.000,2.517,2.156,0
3001,199333,666267982,82550,104626,0.932,0.000,0,322.457,408.695,168.777,35.500,204.418,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112146.836,2672346.000,2.000,2.433,2.156,0
3002,186875,666454857,77489,103708,0.932,0.000,0,302.691,405.109,167.473,33.500,204.137,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112148.336,2673340.250,2.000,2.454,2.156,0
3003,197242,666652099,81496,101992,0.932,0.000,0,318.344,398.406,164.309,35.000,199.098,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112149.836,2674337.750,2.000,2.504,2.156,0
3004,194128,666846227,80645,103625,0.932,0.000,0,315.020,404.785,170.113,33.750,200.922,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112149.836,2675350.500,2.000,2.502,2.156,0
3005,198539,667044766,82557,106524,0.932,0.000,0,322.488,416.109,170.883,34.250,210.977,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112149.836,2676377.000,2.000,2.467,2.157,0
3006,205707,667250473,85095,105962,0.932,0.000,0,332.402,413.914,174.727,35.219,203.969,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112152.836,2677391.000,2.000,2.450,2.157,0
3007,197503,667447976,82090,106140,0.932,0.000,0,320.664,414.609,168.328,36.488,209.793,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112152.836,2678393.750,2.000,2.419,2.157,0
3008,196942,667644918,81624,103359,0.932,0.000,0,318.844,403.746,168.258,35.543,199.945,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112158.836,2679395.500,2.000,2.481,2.157,0
3009,195851,667840769,81642,105753,0.932,0.000,0,318.914,413.098,169.047,34.336,209.715,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112164.836,2680413.500,2.000,2.464,2.157,0
3010,185945,668026714,77430,99544,0.932,0.000,0,302.461,388.844,163.137,32.133,193.574,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112166.336,2681458.250,2.000,2.687,2.157,0
3011,186317,668213031,77560,98847,0.932,0.000,0,302.969,386.121,162.137,31.785,192.199,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112167.836,2682488.500,2.000,2.668,2.157,0
3012,187170,668400201,77864,100070,0.932,0.000,0,304.156,390.898,164.375,32.746,193.777,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112170.836,2683519.000,2.000,2.636,2.157,0
3013,204143,668604344,85119,106669,0.932,0.000,0,332.496,416.676,169.117,36.133,211.426,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112176.836,2684503.750,2.000,2.363,2.157,0
3014,206111,668810455,85718,107828,0.932,0.000,0,334.836,421.203,177.586,35.867,207.750,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112176.836,2685504.750,2.000,2.377,2.158,0
3015,206345,669016800,85569,109171,0.932,0.000,0,334.254,426.449,176.867,35.750,213.832,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112179.836,2686507.000,2.000,2.350,2.158,0
3016,195361,669212161,81555,106237,0.932,0.000,0,318.574,414.988,171.922,34.000,209.066,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112185.836,2687484.250,2.000,2.355,2.158,0
3017,203001,669415162,84348,105132,0.932,0.000,0,329.484,410.672,173.250,34.750,202.672,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112188.836,2688438.500,2.000,2.323,2.158,0
3018,199987,669615149,82916,106389,0.932,0.000,0,323.891,415.582,168.328,35.953,211.301,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112190.336,2689416.750,2.000,2.354,2.158,0
3019,205652,669820801,85876,110587,0.932,0.000,0,335.453,431.980,183.281,36.047,212.652,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112194.836,2690379.500,2.000,2.229,2.158,0
3020,216328,670037129,90273,113309,0.932,0.000,0,352.629,442.613,184.926,36.582,221.105,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112194.836,2691360.250,2.000,2.216,2.158,0
3021,216628,670253757,89570,113130,0.932,0.000,0,349.883,441.914,184.039,36.918,220.957,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112197.836,2692340.500,2.000,2.218,2.158,0
3022,213125,670466882,88832,109205,0.932,0.000,0,347.000,426.582,175.426,37.750,213.406,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112200.836,2693354.250,2.000,2.377,2.158,0
3023,195493,670662375,81555,106304,0.932,0.000,0,318.574,415.250,168.023,36.000,211.227,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112202.336,2694358.000,2.000,2.417,2.158,0
3024,229256,670891631,90782,100034,0.932,0.000,0,354.617,390.758,189.777,9.402,191.578,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112203.836,2695303.500,2.000,2.419,2.158,0
3025,244304,671135935,94823,97118,0.932,0.000,0,370.402,379.367,189.684,0.000,189.684,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112206.836,2696238.750,2.000,2.465,2.158,0
3026,238043,671373978,92642,99850,0.932,0.000,0,361.883,390.039,191.594,0.000,198.445,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112206.836,2697201.250,2.000,2.467,2.158,0
3027,245423,671619401,96207,99537,0.931,0.000,0,375.809,388.816,195.277,0.000,193.539,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112208.336,2698160.000,2.000,2.466,2.158,0
3028,245229,671864630,95292,99217,0.932,0.000,0,372.234,387.566,196.340,0.000,191.227,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112209.836,2699080.250,2.000,2.374,2.158,0
3029,239735,672104365,93404,98561,0.932,0.000,0,364.859,385.004,190.547,0.000,194.457,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112211.336,2699990.250,2.000,2.364,2.159,0
3030,238794,672343159,92752,97741,0.932,0.000,0,362.312,381.801,189.184,0.000,192.617,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112211.336,2700893.500,2.000,2.366,2.159,0
3031,238258,672581417,92479,98189,0.932,0.000,0,361.246,383.551,194.902,0.000,188.648,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112211.336,2701802.500,2.000,2.370,2.159,0
3032,242263,672823680,94821,96601,0.931,0.000,0,370.395,377.348,189.219,0.000,188.129,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112211.336,2702707.500,2.000,2.398,2.159,0
3033,239628,673063308,93154,96992,0.932,0.000,0,363.883,378.875,189.031,0.000,189.844,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112211.336,2703609.750,2.000,2.382,2.159,0
3034,234526,673297834,91768,97274,0.932,0.000,0,358.469,379.977,190.395,0.000,189.582,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112211.336,2704495.500,2.000,2.331,2.159,0
3035,240141,673537975,93319,97458,0.932,0.000,0,364.527,380.695,190.348,0.000,190.348,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112211.336,2705407.500,2.000,2.395,2.159,0
3036,233461,673771436,91000,97576,0.932,0.000,0,355.469,381.156,190.578,0.000,190.578,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112211.336,2706314.750,2.000,2.381,2.159,0
3037,240368,674011804,93669,98292,0.932,0.000,0,365.895,383.953,188.863,0.000,195.090,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112214.336,2707229.750,2.000,2.383,2.159,0
3038,237628,674249432,92484,98894,0.932,0.000,0,361.266,386.305,195.367,0.000,190.938,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112217.336,2708149.250,2.000,2.380,2.159,0
3039,239378,674488810,93529,97286,0.932,0.000,0,365.348,380.023,190.910,0.000,189.113,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112217.336,2709041.500,2.000,2.348,2.159,0
3040,234815,674723625,91404,96968,0.932,0.000,0,357.047,378.781,189.391,0.000,189.391,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112217.336,2709919.750,2.000,2.318,2.159,0
3041,234818,674958443,91584,95933,0.932,0.000,0,357.750,374.738,185.102,0.000,189.637,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112217.336,2710819.750,2.000,2.401,2.159,0
3042,247177,675205620,96425,99451,0.932,0.000,0,376.660,388.480,194.547,0.000,193.934,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112217.336,2711688.750,2.000,2.237,2.159,0
3043,251746,675457366,98103,104500,0.932,0.000,0,383.215,408.203,206.062,0.000,202.141,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112217.336,2712576.500,2.000,2.174,2.159,0
3044,260219,675717585,101475,107221,0.932,0.000,0,396.387,418.832,207.043,0.000,211.789,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112217.336,2713474.000,2.000,2.143,2.159,0
3045,255440,675973025,100030,103900,0.931,0.000,0,390.742,405.859,202.504,0.000,203.355,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112217.336,2714357.750,2.000,2.178,2.159,0
3046,254227,676227252,99524,103631,0.931,0.000,0,388.766,404.809,205.203,0.000,199.605,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112217.336,2715207.750,2.000,2.099,2.159,0
3047,248786,676476038,97238,102738,0.932,0.000,0,379.836,401.320,198.793,0.000,202.527,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112218.836,2716057.250,2.000,2.117,2.159,0
3048,242914,676718952,94863,100974,0.932,0.000,0,370.559,394.430,199.082,0.000,195.348,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112218.836,2716902.500,2.000,2.143,2.159,0
3049,248879,676967831,97234,101620,0.932,0.000,0,379.820,396.953,198.477,0.000,198.477,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2717760.250,2.000,2.161,2.159,0
3050,252860,677220691,98754,105478,0.932,0.000,0,385.758,412.023,206.012,0.000,206.012,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2718643.500,2.000,2.143,2.159,0
3051,262165,677482856,102130,104548,0.932,0.000,0,398.945,408.391,204.195,0.000,204.195,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2719525.000,2.000,2.158,2.159,0
3052,259189,677742045,100783,104676,0.932,0.000,0,393.684,408.891,204.445,0.000,204.445,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2720404.000,2.000,2.150,2.159,0
3053,240748,677982793,93900,101648,0.932,0.000,0,366.797,397.062,198.531,0.000,198.531,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2721294.750,2.000,2.243,2.159,0
3054,245579,678228372,95707,100174,0.932,0.000,0,373.855,391.305,195.559,0.000,195.746,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2722209.750,2.000,2.338,2.159,0
3055,235823,678464195,91744,96004,0.932,0.000,0,358.375,375.016,185.727,0.000,189.289,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2723090.250,2.000,2.348,2.159,0
3056,240077,678704272,93563,97898,0.932,0.000,0,365.480,382.414,193.082,0.000,189.332,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2723979.750,2.000,2.326,2.159,0
3057,252519,678956791,98872,101026,0.931,0.000,0,386.219,394.633,196.176,0.000,198.457,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2724831.500,2.000,2.158,2.159,0
3058,247116,679203907,96621,101949,0.932,0.000,0,377.426,398.238,198.875,0.000,199.363,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2725689.250,2.000,2.154,2.159,0
3059,250472,679454379,97900,103761,0.932,0.000,0,382.422,405.316,204.043,0.000,201.273,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2726533.000,2.000,2.081,2.159,0
3060,251230,679705609,98414,101330,0.931,0.000,0,384.430,395.820,197.910,0.000,197.910,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2727411.250,2.000,2.219,2.159,0
3061,247708,679953317,96781,103042,0.932,0.000,0,378.051,402.508,198.020,0.000,204.488,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2728304.750,2.000,2.220,2.159,0
3062,246807,680200124,96571,102022,0.932,0.000,0,377.230,398.523,198.699,0.000,199.824,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112221.836,2729194.000,2.000,2.231,2.160,0
3063,246346,680446470,96700,102834,0.931,0.000,0,377.734,401.695,203.973,0.000,197.723,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112223.336,2730088.250,2.000,2.227,2.160,0
3064,247020,680693490,96775,100610,0.931,0.000,0,378.027,393.008,195.336,0.000,197.672,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112223.336,2730969.750,2.000,2.243,2.160,0
3065,250000,680943490,97241,100852,0.932,0.000,0,379.848,393.953,198.816,0.000,195.137,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112223.336,2731848.000,2.000,2.230,2.160,0
3066,244469,681187959,95470,100404,0.932,0.000,0,372.930,392.203,195.895,0.000,196.309,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112223.336,2732709.500,2.000,2.196,2.160,0
3067,253402,681441361,99004,101064,0.932,0.000,0,386.734,394.781,197.598,0.000,197.184,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112223.336,2733599.750,2.000,2.255,2.160,0
3068,241189,681682550,93991,100536,0.932,0.000,0,367.152,392.719,194.578,0.000,198.141,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2734493.750,2.000,2.277,2.160,0
3069,256424,681938974,99745,103239,0.932,0.000,0,389.629,403.277,200.859,0.000,202.418,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2735405.250,2.000,2.260,2.160,0
3070,246815,682185789,96371,98779,0.932,0.000,0,376.449,385.855,193.383,0.000,192.473,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2736290.750,2.000,2.295,2.160,0
3071,233561,682419350,91232,96608,0.932,0.000,0,356.375,377.375,190.793,0.000,186.582,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2737207.500,2.000,2.430,2.160,0
3072,231674,682651024,90508,96300,0.932,0.000,0,353.547,376.172,186.547,0.000,189.625,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2738083.500,2.000,2.329,2.160,0
3073,236413,682887437,92344,94341,0.932,0.000,0,360.719,368.520,182.578,0.000,185.941,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2738974.250,2.000,2.417,2.160,0
3074,239280,683126717,93196,98829,0.932,0.000,0,364.047,386.051,194.750,0.000,191.301,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2739852.000,2.000,2.274,2.160,0
3075,258283,683385000,100706,104706,0.932,0.000,0,393.383,409.008,205.852,0.000,203.156,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2740739.000,2.000,2.168,2.160,0
3076,259643,683644643,101225,104428,0.932,0.000,0,395.410,407.922,204.109,0.000,203.812,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2741631.250,2.000,2.187,2.160,0
3077,252480,683897123,98779,103259,0.932,0.000,0,385.855,403.355,198.492,0.000,204.863,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2742550.750,2.000,2.279,2.160,0
3078,239983,684137106,93104,97905,0.932,0.000,0,363.688,382.441,194.406,0.000,188.035,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112226.336,2743431.000,2.000,2.302,2.160,0
3079,238700,684375806,92862,96352,0.932,0.000,0,362.742,376.375,188.188,0.000,188.188,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112230.836,2744324.500,2.000,2.374,2.160,0
3080,235559,684611365,91844,96266,0.932,0.000,0,358.766,376.039,187.582,0.000,188.457,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112230.836,2745216.000,2.000,2.371,2.160,0
3081,247734,684859099,96347,98557,0.932,0.000,0,376.355,384.988,189.598,0.000,195.391,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112230.836,2746078.500,2.000,2.240,2.160,0
3082,249609,685108708,97972,101147,0.931,0.000,0,382.703,395.105,200.887,0.000,194.219,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112230.836,2746926.750,2.000,2.147,2.160,0
3083,252666,685361374,98691,103424,0.932,0.000,0,385.512,404.000,198.504,0.000,205.496,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112230.836,2747804.750,2.000,2.173,2.160,0
3084,255300,685616674,99774,101516,0.932,0.000,0,389.742,396.547,201.770,0.000,194.777,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112235.336,2748650.000,2.000,2.132,2.160,0
3085,237421,685854095,92921,99429,0.931,0.000,0,362.973,388.395,191.676,0.000,196.719,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112236.836,2749556.750,2.000,2.334,2.160,0
3086,238006,686092101,92854,97050,0.932,0.000,0,362.711,379.102,190.598,0.000,188.504,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112236.836,2750454.500,2.000,2.368,2.160,0
3087,245474,686337575,96423,98070,0.931,0.000,0,376.652,383.086,190.312,0.000,192.773,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112236.836,2751338.000,2.000,2.306,2.160,0
3088,246668,686584243,96373,100416,0.932,0.000,0,376.457,392.250,195.398,0.000,196.852,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112236.836,2752230.250,2.000,2.275,2.160,0
3089,257101,686841344,100009,105214,0.932,0.000,0,390.660,410.992,206.914,0.000,204.078,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112236.836,2753111.250,2.000,2.144,2.160,0
3090,267489,687108833,104500,104900,0.932,0.000,0,408.203,409.766,206.586,0.000,203.180,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112238.336,2753993.250,2.000,2.152,2.160,0
3091,255831,687364664,100320,103915,0.931,0.000,0,391.875,405.918,202.180,0.000,203.738,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112239.836,2754845.250,2.000,2.099,2.160,0
3092,237621,687602285,92700,97817,0.932,0.000,0,362.109,382.098,189.395,0.000,192.703,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112239.836,2755748.250,2.000,2.364,2.160,0
3093,239134,687841419,93151,97303,0.932,0.000,0,363.871,380.090,192.559,0.000,187.531,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112239.836,2756647.250,2.000,2.365,2.160,0
3094,245892,688087311,96098,96746,0.932,0.000,0,375.383,377.914,188.484,0.000,189.430,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112239.836,2757543.500,2.000,2.371,2.161,0
3095,241946,688329257,94566,99572,0.932,0.000,0,369.398,388.953,195.180,0.000,193.773,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112239.836,2758438.000,2.000,2.300,2.161,0
3096,253518,688582775,98989,104046,0.932,0.000,0,386.676,406.430,203.215,0.000,203.215,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112239.836,2759311.500,2.000,2.149,2.161,0
3097,256382,688839157,99910,101436,0.932,0.000,0,390.273,396.234,195.109,0.000,201.125,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,112239.836,2760149.000,2.000,2.114,2.161,0
